Rank,Name,Platform,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Sales NA,Sales PAL,Sales JP,Sales Other,Sales Global,Release Date,Last Update,Genre
23015,True Crime: Streets of LA,PC,Activision,Luxoflux,,,,,,0.00m,,0.00m,0.00m,11th May 04,,Action
23016,Battle of the Bands,Wii,THQ,Planet Moon Studios,,,,,,0.00m,,0.00m,0.00m,21st Apr 08,,Misc
23017,Cossacks II: Napoleonic Wars,PC,CDV Software Entertainment,GSC Game World,,,,,,0.00m,,0.00m,0.00m,27th Apr 05,,Strategy
23018,Dora the Explorer Double Pak,GBA,Global Star Software,CineGroupe / ImaginEngine,,,,,0.00m,0.00m,,0.00m,0.00m,05th Feb 07,,Adventure
23019,Resident Evil 3: Nemesis,PC,Capcom,Capcom,,7.3,,,,0.00m,,0.00m,0.00m,16th Apr 01,,Action
23020,Secrets of the Vatican: The Holy Lance,PC,Mastertronic,Mastertronic,,,,,,0.00m,,0.00m,0.00m,06th Nov 09,,Adventure
23021,Ancient Wars: Sparta,PC,Playlogic Game Factory,World Forge,,,,,,0.00m,,0.00m,0.00m,24th Apr 07,,Strategy
23022,Paper Mario,VC,Nintendo,Intelligent Systems,,9.0,,,,0.00m,,0.00m,0.00m,16th Jul 07,,Role-Playing
23023,Sonic Riders,PC,Sega,Sonic Team,,,,,,0.00m,,0.00m,0.00m,17th Nov 06,,Racing
23024,Unknown Soldier: Mokuba no Houkou,DS,D3 Publisher,Tamsoft,,,,,,,0.00m,,0.00m,02nd Oct 08,,Shooter
23025,Championship Manager 2006,PSP,DTMC,Gusto Games,,7.8,,,,0.00m,,0.00m,0.00m,07th Apr 06,,Strategy
23026,Conflict: Desert Storm,PC,Gotham Games,Pivotal Games,,,,,,0.00m,,0.00m,0.00m,01st Oct 02,,Shooter
23027,Crash Time 4: The Syndicate,PC,DTP Entertainment,Synetic,,,,,,0.00m,,0.00m,0.00m,23rd Dec 10,02nd Jan 19,Racing
23028,Keiki J.B. Harold Jikenbo: Manhattan Requiem & Kiss of Murder,DS,fonfun,althi Inc.,,,,,,,0.00m,,0.00m,27th Nov 08,,Adventure
23029,Silent Hunter II,PC,Ubisoft,Ultimation Inc.,,,,,,0.00m,,0.00m,0.00m,05th Nov 01,,Simulation
23030,Wizardry 8,PC,Sirtech,"Sir-tech Software, Inc.",,,,,,0.00m,,0.00m,0.00m,14th Nov 01,,Role-Playing
23031,Andrew Lloyd Webber Musicals: Sing and Dance,Wii,Koch Media,Tubby Games,,,,,,0.00m,,0.00m,0.00m,09th Nov 12,08th May 19,Music
23032,City Life 2008 Edition,PC,Paradox Interactive,Monte Cristo  Multimedia,,,,,,0.00m,,0.00m,0.00m,29th Jul 08,,Simulation
23033,Hard Truck Tycoon,PC,ValuSoft,G5 Software,,,,,,0.00m,,0.00m,0.00m,01st Mar 06,,Strategy
23034,IGI 2: Covert Strike,PC,Codemasters,Innerloop Studios,,,,,,0.00m,,0.00m,0.00m,03rd Mar 03,,Shooter
23035,Space Invaders,PC,Activision,"Z-Axis, Ltd.",,,,,,0.00m,,0.00m,0.00m,05th Oct 99,,Shooter
23036,Combat Wings: The Great Battles of WWII,PS3,City Interactive,City Interactive,,,,,,0.00m,,0.00m,0.00m,27th Mar 12,,Simulation
23037,Cricket Revolution,PC,Mindstorm Studios,Mindstorm Studios,,,,,,0.00m,,0.00m,0.00m,30th Oct 09,,Sports
23038,Dawn of Magic,PC,Atari,Sky Fallen / 1C,,,,,,0.00m,,0.00m,0.00m,23rd Oct 07,,Role-Playing
23039,Day of Defeat,PC,Activision,Valve Software,,,,,,0.00m,,0.00m,0.00m,06th May 03,,Shooter
23040,Worms 3D,PC,Acclaim Entertainment,Team17 Software,,,,,,0.00m,,0.00m,0.00m,12th Mar 04,,Strategy
23041,Dark Fall: The Journal,PC,The Adventure Company,XXV Productions,,,,,,0.00m,,0.00m,0.00m,25th Jul 03,,Adventure
23042,Fritz Chess: The Ultimate Chess Game,PC,Take-Two Interactive,ChessBase,,,,,,0.00m,,0.00m,0.00m,15th Oct 07,,Strategy
23043,MechWarrior 4: Mercenaries,PC,Microsoft Game Studios,FASA Studio,,,,,,0.00m,,0.00m,0.00m,07th Nov 02,,Simulation
23044,System Shock 2,PC,Electronic Arts,Irrational Games / Looking Glass Studios,,8.9,,,,0.00m,,0.00m,0.00m,11th Aug 99,,Role-Playing
23045,The Horror Collection,PC,Mastertronic,Various,,,,,,0.00m,,0.00m,0.00m,04th Nov 11,,Misc
23046,The Suffering,PC,Encore,Surreal Software,,,,,,0.00m,,0.00m,0.00m,08th Jun 04,,Action
23047,Zoo Tycoon 2: Endangered Species,PC,Microsoft Game Studios,Blue Fang Games,,6.2,,,,0.00m,,0.00m,0.00m,19th Oct 05,,Strategy
23048,Arthur and the Revenge of Maltazard,PS3,Ubisoft,Avalanche Productions,,,,,,0.00m,,0.00m,0.00m,24th Sep 10,,Misc
23049,Dino Crisis 2,PC,Capcom,Capcom Production Studio 4,,,,,,0.00m,,0.00m,0.00m,20th Aug 02,,Action
23050,Discworld,PC,Psygnosis,Perfect Entertainment,,,,,,0.00m,,0.00m,0.00m,01st Jan 95,,Adventure
23051,Hotel for Dogs,PC,505 Games,Paramount Interactive,,,,,,0.00m,,0.00m,0.00m,06th Jan 09,,Simulation
23052,Joint Task Force,PC,Sierra Entertainment,Most Wanted Entertainment / HD Interactive,,,,,,0.00m,,0.00m,0.00m,12th Sep 06,,Strategy
23053,Colin McRae Rally 2.0,PC,Codemasters,Codemasters,,,,,,0.00m,,0.00m,0.00m,14th Feb 01,,Racing
23054,Descent 3,PC,Illusion Softworks,Outrage Entertainment,,,,,,0.00m,,0.00m,0.00m,14th Jun 00,,Shooter
23055,Happy My Sweets,DS,Global A Entertainment,Global A Entertainment,,,,,,,0.00m,,0.00m,09th Jan 09,,Simulation
23056,Drawn to Life (JP sales),DS,THQ,5TH Cell,,,,,,,0.00m,,0.00m,10th Sep 07,,Adventure
23057,Manhunt,PC,Rockstar Games,Rockstar North,,,,,,0.00m,,0.00m,0.00m,20th Apr 04,,Action
23058,Oni,PC,Gathering of Developers,Bungie West,,,,,,0.00m,,0.00m,0.00m,28th Jan 01,11th Oct 18,Action
23059,Paradise,PC,Ubisoft,White Birds Productions,,,,,,0.00m,,0.00m,0.00m,03rd May 06,,Adventure
23060,Super Dropzone: Intergalactic Rescue Mission,GBA,Ignition Entertainment,Pocket Studios,,,,,0.00m,0.00m,,0.00m,0.00m,26th Oct 04,,Shooter
23061,Unsolved Mystery Club: Ancient Astronauts,PC,Freeze Tag,Freeze Tag,,,,,,0.00m,,0.00m,0.00m,17th Jul 11,,Puzzle
23062,Brave: The Video Game,X360,Disney Interactive Studios,Unknown,,,,,,0.00m,,0.00m,0.00m,19th Jun 12,,Misc
23063,C-130 Hercules,PC,Just Flight,Captain Sim,,,,,,0.00m,,0.00m,0.00m,21st Sep 08,,Simulation
23064,Family Quiz,Wii,7G//AMES,Funbox Media,,,,,,0.00m,,0.00m,0.00m,17th Dec 10,,Misc
23065,Heroes of Might and Magic V: Tribes of the East,PC,Unknown,Nival Interactive,,,,,,0.00m,,0.00m,0.00m,18th Oct 07,,Role-Playing
23066,Mall Tycoon 3,PC,Global Star Software,Cat Daddy Games,,6.8,,,,0.00m,,0.00m,0.00m,26th Oct 05,,Strategy
23067,My Horse & Me 2: Riding for Gold,X360,Atari,Tate Interactive,,,,,,0.00m,,0.00m,0.00m,31st Oct 08,,Sports
23068,Napoleon's Campaigns,PC,Ascaron Entertainment,AGEOD,,,,,,0.00m,,0.00m,0.00m,04th Apr 08,,Strategy
23069,Net Ghost Pipopa: Pipopa DS @ Daibouken!!!,DS,Dimple Entertainment,Dimple Entertainment,,,,,,,0.00m,,0.00m,26th Feb 09,,Role-Playing
23070,Operation Flashpoint: Resistance,PC,Codemasters,Bohemia Interactive,,,,,,0.00m,,0.00m,0.00m,10th Jul 02,,Shooter
23071,Return to Krondor,PC,Sierra Entertainment,PyroTechnix,,,,,,0.00m,,0.00m,0.00m,30th Nov 98,,Role-Playing
23072,Rugby 2005,PC,Unknown,HB Studios Multimedia,,,,,,0.00m,,0.00m,0.00m,,,Sports
23073,Tom Clancy's Rainbow Six: Lockdown,PC,Ubisoft,Red Storm Entertainment,,,,,,0.00m,,0.00m,0.00m,16th Feb 06,,Shooter
23074,Tom Clancy's Splinter Cell: Double Agent,PC,Ubisoft,Ubisoft Shanghai,,,,,,0.00m,,0.00m,0.00m,07th Nov 06,,Action
23075,Babar To The Rescue,GBA,Game Factory,Sirius Software,,,,,0.00m,0.00m,,0.00m,0.00m,28th Jun 06,,Action
23076,Giants: Citizen Kabuto,PC,Interplay,Planet Moon Studios,,,,,,0.00m,,0.00m,0.00m,06th Dec 00,,Shooter
23077,RailWorks: Tornado Edition,PC,First Class Simulations,RailSimulator.com,,,,,,0.00m,,0.00m,0.00m,11th Dec 09,,Simulation
23078,Tweety & The Magic Gems,GBA,Kemco,Kemco,,,,,0.00m,0.00m,,0.00m,0.00m,09th Jul 01,,Action
23079,Dream Pinball 3D,PC,SouthPeak Interactive,A.S.K. Homework,,,,,,0.00m,,0.00m,0.00m,12th Feb 08,,Misc
23080,Heroes over Europe,PC,Ubisoft,Transmission Games,,,,,,0.00m,,0.00m,0.00m,22nd Sep 09,,Simulation
23081,Jig-A-Pix: Wonderful World,DS,Zushi Games,Zushi Games Ltd,,,,,,0.00m,,0.00m,0.00m,20th Nov 09,,Puzzle
23082,Pippa Funnell: The Stud Farm Inheritance,PC,Ubisoft,Lexis Numerique,,,,,,0.00m,,0.00m,0.00m,25th Mar 05,,Simulation
23083,Shiseido Beauty Solution Kaihatsu Center Kanshuu: Project Beauty,DS,Sega,Sega,,,,,,,0.00m,,0.00m,27th Nov 08,,Misc
23084,Summer Challenge: Athletics Tournament,X360,PQube,DTP Entertainment,,,,,,0.00m,,0.00m,0.00m,02nd Sep 11,,Sports
23085,Transformers: Revenge of the Fallen,PC,Activision,Luxoflux Corp.,,,,,,0.00m,,0.00m,0.00m,23rd Jun 09,,Action
23086,Alias,PC,Acclaim Entertainment,Acclaim Studios Cheltenham,,,,,,0.00m,,0.00m,0.00m,14th Jun 04,,Action
23087,Dark Horizon,PC,Paradox Interactive,Paradox Interactive,,,,,,0.00m,,0.00m,0.00m,13th Oct 08,,Simulation
23088,FIFA Soccer 06,PC,EA Sports,EA Canada,,,,,,0.00m,,0.00m,0.00m,04th Oct 05,,Sports
23089,Heracles: Battle With The Gods,DS,Unknown,Midas Interactive Entertainment,,,,,,0.00m,,0.00m,0.00m,,,Platform
23090,LEGO Friends,DS,Warner Bros. Interactive Entertainment,Hellbent Games,,,,,,0.00m,,0.00m,0.00m,08th Apr 14,03rd Jan 19,Simulation
23091,Oddly Enough: Pied Piper,PC,Alawar Entertainment,"Alawar Entertainment, Inc.",,,,,,0.00m,,0.00m,0.00m,06th Nov 11,03rd May 19,Adventure
23092,Project: Snowblind,PC,Eidos Interactive,Crystal Dynamics,,,,,,0.00m,,0.00m,0.00m,17th Mar 05,,Shooter
23093,The Political Machine 2008,PC,Stardock,Stardock,,,,,,0.00m,,0.00m,0.00m,24th Jun 08,,Simulation
23094,Leisure Suit Larry: Magna Cum Laude,PC,VU Games,High Voltage Software,,,,,,0.00m,,0.00m,0.00m,05th Oct 04,,Adventure
23095,Reader Rabbit Preschool,Wii,Graffiti,Graffiti Entertainment,,,,,0.00m,,,0.00m,0.00m,04th May 10,,Misc
23096,Chaos Legion,PC,Capcom,Capcom Production Studio 6,,,,,,0.00m,,0.00m,0.00m,18th Dec 03,,Action
23097,Fireman Sam: Action Stations,DS,Avanquest Software,Avanquest Software,,,,,,0.00m,,0.00m,0.00m,15th Nov 13,08th May 19,Misc
23098,GT-R 400,PC,Midas Interactive Entertainment,Kuju Entertainment,,,,,,0.00m,,0.00m,0.00m,17th Nov 06,,Racing
23099,Mahjong Mysteries: Ancient Egypt,DS,Avanquest Software,Destineer,,,,,,0.00m,,0.00m,0.00m,25th Jun 10,03rd May 19,Puzzle
23100,Subbuteo,DS,505 Games,Artematica,,,,,,0.00m,,0.00m,0.00m,12th Sep 08,,Sports
23101,Sudden Strike,PC,Strategy First,Fireglow Games,,,,,,0.00m,,0.00m,0.00m,23rd Jan 01,,Strategy
23102,The Sims 3: Showtime,PC,Electronic Arts,Maxis,,,,,0.00m,0.00m,,0.00m,0.00m,06th Mar 12,03rd May 19,Simulation
23103,Empires: Dawn of the Modern World,PC,Activision,Stainless Steel Studios,,,,,,0.00m,,0.00m,0.00m,21st Oct 03,,Strategy
23104,Get Up Games: Family Sports,Wii,O-Games,O Games,,,,,,0.00m,,0.00m,0.00m,16th Aug 11,,Sports
23105,Lola & Virginia,DS,Virgin Play,PlayV,,,,,,0.00m,,0.00m,0.00m,20th Feb 09,,Action
23106,Mall Tycoon,PC,Take-Two Interactive,"Holistic Design, Inc.",,4.7,,,,0.00m,,0.00m,0.00m,03rd Feb 02,,Strategy
23107,Rafa Nadal Tennis,DS,Codemasters,Virtual Toys,,,,,,0.00m,,0.00m,0.00m,30th Jun 07,,Sports
23108,Ready Steady Cook: The Game,Wii,Mindscape,Mindscape,,,,,,0.00m,,0.00m,0.00m,14th Aug 09,,Simulation
23109,Stranglehold,PC,Midway Games,Midway Games,,,,,,0.00m,,0.00m,0.00m,18th Sep 07,,Shooter
23110,The Silent Hill Experience,PSP,Konami,Konami,,,,,,0.00m,,0.00m,0.00m,06th Apr 06,,Misc
23111,Time of Shadows,PC,Take-Two Interactive,SkyFallen Entertainment,,,,,,0.00m,,0.00m,0.00m,08th Sep 09,,Role-Playing
23112,Warriors Orochi,PC,KOEI,Omega Force,,,,,,0.00m,,0.00m,0.00m,25th Mar 08,,Action
23113,Conflict: Desert Storm II - Back to Bagdhad,PC,Gotham Games,Pivotal Games,,,,,,0.00m,,0.00m,0.00m,08th Oct 03,,Shooter
23114,Nuclear Dawn,PC,Viva Media,InterWave Studios,,,,,,0.00m,,0.00m,0.00m,26th Sep 11,,Misc
23115,Paramedic Simulator,PC,Unknown,Just Sims,,,,,,0.00m,,0.00m,0.00m,05th Aug 11,,Simulation
23116,Backyard NFL Football 2007,GBA,Atari,Humongous Entertainment,,,,,0.00m,0.00m,,0.00m,0.00m,26th Sep 06,,Sports
23117,Boarder Zone,PC,Infogrames,Housemarque,,,,,,0.00m,,0.00m,0.00m,09th Mar 00,,Sports
23118,Death to Spies,PC,Atari,Haggard Games,,,,,,0.00m,,0.00m,0.00m,16th Oct 07,,Adventure
23119,Hollywood Files: Deadly Intrigues,DS,Unknown,Foreign Media Games,,,,,0.00m,0.00m,,0.00m,0.00m,14th Jun 11,,Adventure
23120,Kids Pack: Open Season / Surf's Up,PSP,Ubisoft,Ubisoft,,,,,,0.00m,,0.00m,0.00m,27th Mar 09,,Misc
23121,Pang: Magical Michael,DS,Rising Star,Rising Star Games,,,,,,0.00m,,0.00m,0.00m,24th Sep 10,,Puzzle
23122,Prince of Persia: Warrior Within,PC,Ubisoft,Ubisoft Montreal,,,,,,0.00m,,0.00m,0.00m,30th Nov 04,,Adventure
23123,Rush for Berlin,PC,Paradox Interactive,Stormregion,,,,,,0.00m,,0.00m,0.00m,12th Jun 06,,Strategy
23124,Take Command: Second Manassas,PC,Paradox Interactive,MadMinute Games,,,,,,0.00m,,0.00m,0.00m,26th Apr 06,,Strategy
23125,The Sims 3: Pets,PS3,Electronic Arts,The Sims Studio,,7.3,,,0.00m,0.00m,,0.00m,0.00m,18th Oct 11,,Simulation
23126,World Soccer Winning Eleven 9,PC,Konami,Konami Computer Entertainment Tokyo,,,,,,0.00m,,0.00m,0.00m,28th Apr 06,,Sports
23127,Fallout: New Vegas Ultimate Edition,X360,Bethesda Softworks,Obsidian Entertainment,,,,,0.00m,,,0.00m,0.00m,07th Feb 12,,Role-Playing
23128,King of Pool,Wii,Nordcurrent,Ivolgamus,,,,,,0.00m,,0.00m,0.00m,05th Jun 09,,Sports
23129,Tony Hawk's Pro Skater 2,PC,Activision,Neversoft Entertainment,,9.0,,,,0.00m,,0.00m,0.00m,31st Oct 00,,Sports
23130,Art of Murder: Hunt for the Puppeteer,PC,City Interactive,City Interactive,,,,,,0.00m,,0.00m,0.00m,17th Feb 09,,Puzzle
23131,Equestrian Training: Stages 1-4,DS,Atari,Atari,,,,,,0.00m,,0.00m,0.00m,07th Nov 08,,Simulation
23132,Go Go Cosmo Cops!,DS,Namco Bandai,Noise,,,,,,0.00m,,0.00m,0.00m,28th Aug 09,,Platform
23133,Mirakuru! Mimika DS,DS,Culture Brain,Culture Brain,,,,,,,0.00m,,0.00m,22nd Jan 09,,Misc
23134,RalliSport Challenge,PC,Microsoft Game Studios,Digital Illusions,,,,,,0.00m,,0.00m,0.00m,06th Nov 02,,Racing
23135,Titan Quest: Immortal Throne,PC,THQ,Iron Lore,,8.3,,,,0.00m,,0.00m,0.00m,05th Mar 07,,Role-Playing
23136,Bet on Soldier: Blood Sport,PC,Digital Jesters,Kylotonn Entertainment,,,,,,0.00m,,0.00m,0.00m,26th Sep 05,,Shooter
23137,Football Manager Handheld 2013,PSP,Sega,Sports Interactive,,,,,,0.00m,,0.00m,0.00m,30th Nov 12,05th Jan 18,Sports
23138,NASCAR '15,PS3,Deep Silver,Eutechnyx,,,,,,0.00m,,0.00m,0.00m,22nd May 15,14th Apr 18,Sports
23139,Telly Addicts,PC,Focus Home Interactive,Ubisoft,,,,,,0.00m,,0.00m,0.00m,15th Feb 08,,Misc
23140,Zendoku,PSP,Eidos Interactive,Zoonami Ltd.,,,,,,0.00m,,0.00m,0.00m,20th Apr 07,,Puzzle
23141,Ben 10 Omniverse 2,WiiU,D3 Publisher,High Voltage Software,,,,,0.00m,,,0.00m,0.00m,05th Nov 13,02nd Jan 19,Fighting
23142,Conflict: Vietnam,PC,Global Star Software,Pivotal Games,,,,,,0.00m,,0.00m,0.00m,05th Oct 04,,Shooter
23143,Marvel vs. Capcom: Infinite,PC,Capcom,Capcom,,,,,,0.00m,,0.00m,0.00m,19th Sep 17,22nd Sep 18,Fighting
23144,Perimeter,PC,Codemasters,1C Company,,,,,,0.00m,,0.00m,0.00m,30th Jun 04,,Strategy
23145,Simple DS Series Vol. 46: The Hikyou Tankentai: Choutoko Special,DS,D3 Publisher,Japan Art Media,,,,,,,0.00m,,0.00m,19th Feb 09,,Action
23146,Tony Hawk's Underground 2,PC,Activision,Neversoft Entertainment,,8.5,,,,0.00m,,0.00m,0.00m,04th Oct 04,,Sports
23147,Barbie as The Island Princess,PC,Activision,Human Soft / Ivolgamus,,,,,,0.00m,,0.00m,0.00m,30th Oct 07,,Adventure
23148,Fantasy Wars,PC,Atari,Ino-Co,,,,,,0.00m,,0.00m,0.00m,08th Nov 07,,Strategy
23149,Forgotten Realms: Demon Stone,PC,Atari,Stormfront Studios,,,,,,0.00m,,0.00m,0.00m,09th Dec 04,,Action
23150,Nazo Nazo & Quiz Ittou Nyuukon Q Mate!,DS,Konami,Konami,,,,,,,0.00m,,0.00m,16th Oct 08,,Misc
23151,Pac-Man World 3,PC,Namco,Blitz Games,,,,,,0.00m,,0.00m,0.00m,08th Dec 05,,Platform
23152,Yu-Gi-Oh! Power of Chaos: Yugi the Destiny,PC,Konami,Konami,,,,,,0.00m,,0.00m,0.00m,12th Jan 04,,Strategy
23153,Against Rome,PC,Encore,Independent Arts,,,,,,0.00m,,,0.00m,05th May 04,,Strategy
23154,Alone in the Dark: The New Nightmare,PC,Infogrames,Spiral House,,,,,,0.00m,,0.00m,0.00m,25th Jun 01,,Adventure
23155,CSI: Dark Motives,PC,Ubisoft,369 Interactive,,,,,,0.00m,,0.00m,0.00m,23rd Mar 04,,Adventure
23156,Sub Command,PC,Electronic Arts,Sonalysts,,,,,,0.00m,,0.00m,0.00m,12th Sep 01,,Simulation
23157,Teslagrad,PS3,Rain Games,Rain Games,,,,,,0.00m,,0.00m,0.00m,28th Oct 14,22nd Apr 19,Platform
23158,Amazing Adventures: The Lost Tomb,PC,PopCap Games,SpinTop Games,,,,,,0.00m,,0.00m,0.00m,05th Nov 07,03rd May 19,Puzzle
23159,Cubix Robots for Everyone: Showdown,GC,3DO,Blitz Games,,,,,0.00m,0.00m,,0.00m,0.00m,02nd Jun 03,,Action
23160,IL-2 Sturmovik Series: Complete Edition,PC,Ubisoft,1C: Maddox Games,,,,,,0.00m,,0.00m,0.00m,31st Mar 06,,Simulation
23161,NRA Gun Club,PS2,Crave Entertainment,Jarhead Games,,,,,0.00m,0.00m,,0.00m,0.00m,02nd Oct 06,,Shooter
23162,Shaun White Snowboarding,PC,Ubisoft,Ubisoft Montreal,,,,,,0.00m,,0.00m,0.00m,03rd Dec 08,,Sports
23163,Trainz Simulator 12,PC,Unknown,N3VRF41L Publishing,,,,,,0.00m,,0.00m,0.00m,17th Mar 11,,Simulation
23164,FIFA 2000: Major League Soccer,PC,EA Sports,EA Canada,,,,,,0.00m,,0.00m,0.00m,30th Sep 99,,Sports
23165,Hollywood: The Directors Cut,PC,HdO Adventure,Mastertronic,,,,,,0.00m,,0.00m,0.00m,03rd Feb 12,03rd May 19,Puzzle
23166,Psychonauts,PC,Majesco,Double Fine Productions,,8.8,,,,0.00m,,0.00m,0.00m,26th Apr 05,,Platform
23167,Texas Hold 'Em Poker Pack,DS,Summitsoft Entertainment,Webfoot Technologies,,,,,,0.00m,,0.00m,0.00m,25th Oct 05,,Misc
23168,Blazing Angels 2: Secret Missions of WWII,PC,Ubisoft,Ubisoft Romania,,,,,,0.00m,,0.00m,0.00m,21st Sep 07,,Simulation
23169,Circus Wii,Wii,Unknown,505 Games,,,,,,0.00m,,0.00m,0.00m,,,Misc
23170,1001 Crosswords,DS,Mastertronic,Mastertronic,,,,,,0.00m,,0.00m,0.00m,02nd Nov 12,08th May 19,Puzzle
23171,Ford Bold Moves Street Racing,XB,Eidos Interactive,Razorworks Studios,,,,,0.00m,0.00m,,0.00m,0.00m,25th Sep 06,,Racing
23172,Mech Platoon,GBA,Kemco,Will,,7.6,,,0.00m,0.00m,,0.00m,0.00m,03rd Jan 02,,Strategy
23173,Street Fighter 30th Anniversary Collection,PC,Capcom,Capcom,,,,,,0.00m,,0.00m,0.00m,29th May 18,07th Nov 18,Fighting
23174,The Curse of Monkey Island,PC,LucasArts,LucasArts,,,,,,0.00m,,0.00m,0.00m,31st Oct 97,,Adventure
23175,Tony Hawk's American Wasteland,PC,Aspyr,Neversoft Entertainment,,,,,,0.00m,,0.00m,0.00m,01st Feb 06,,Sports
23176,Age of Empires III: The WarChiefs,PC,Microsoft Game Studios,Ensemble Studios,,,,,,0.00m,,0.00m,0.00m,17th Oct 06,,Strategy
23177,Crazy Taxi 3,PC,Unknown,Hitmaker,,,,,,0.00m,,0.00m,0.00m,31st Dec 20,,Racing
23178,Shattered Union,PC,2K Games,PopTop Software,,,,,,0.00m,,0.00m,0.00m,17th Oct 05,,Strategy
23179,Star Wars Galaxies: Jump to Lightspeed,PC,LucasArts,Sony Online Entertainment,,,,,,0.00m,,0.00m,0.00m,26th Oct 04,,Role-Playing
23180,Teenage Mutant Ninja Turtles,PC,Konami,Konami,,,,,,0.00m,,,0.00m,25th Nov 03,,Platform
23181,Gold's Gym: Dance Workout (JP sales),Wii,Unknown,Land Ho!,,,,,,,0.00m,,0.00m,,,Sports
23182,M.A.C.H.: Modified Air Combat Heroes,PSP,Sierra Entertainment,Kuju Entertainment,,,,,,0.00m,,0.00m,0.00m,20th Feb 07,,Shooter
23183,Mall Tycoon 2 Deluxe,PC,Global Star Software,Fusion Digital,,,,,,0.00m,,0.00m,0.00m,05th Oct 04,,Strategy
23184,Shawn Johnson Gymnastics,DS,Zoo Games,Artefacts Studio,,,,,0.00m,,,,0.00m,30th Nov 10,,Sports
23185,The Times Crossword Challenge,DS,Atari,Sanuk Games,,,,,,0.00m,,0.00m,0.00m,06th Feb 09,,Puzzle
23186,Top Trumps Horror & Predator,DS,Ubisoft,SO! Games Ltd,,,,,,0.00m,,0.00m,0.00m,12th Oct 07,,Misc
23187,Mr Bean,PC,Blast! Entertainment Ltd,Blast! Entertainment Ltd,,,,,,0.00m,,0.00m,0.00m,20th Feb 09,,Platform
23188,Arthur and the Invisibles,PSP,Atari,Etranges Libellules,,,,,,0.00m,,0.00m,0.00m,16th Feb 07,,Adventure
23189,Eggheads,DS,Avanquest,Avanquest Software,,,,,,0.00m,,0.00m,0.00m,16th Dec 11,,Puzzle
23190,Hidden Photo,DS,PQube,PQube,,,,,,0.00m,,0.00m,0.00m,11th Mar 11,,Puzzle
23191,Karaoke Party,PS2,Datel,Datel,,,,,0.00m,0.00m,,0.00m,0.00m,01st Sep 03,,Misc
23192,Passport to... Paris,PSP,Sony Computer Entertainment,SCEE London Studio,,,,,,0.00m,,0.00m,0.00m,22nd Sep 06,24th Sep 18,Misc
23193,Project Eden,PC,Eidos Interactive,Core Design Ltd.,,,,,,0.00m,,0.00m,0.00m,08th Oct 01,,Action
23194,World Tennis Stars,GBA,AIA,Awesome Developments,,,,,0.00m,0.00m,,0.00m,0.00m,22nd Nov 04,,Sports
23195,Hospital Giant,DS,Unknown,SouthPeak Games,,,,,,0.00m,,0.00m,0.00m,,,Simulation
23196,Lords of Xulima,PC,Numantian Games,Numantian Games,,,,,,0.00m,,0.00m,0.00m,14th Nov 14,22nd Sep 18,Role-Playing
23197,Stratego,DS,Ubisoft,Ubisoft,,,,,,0.00m,,0.00m,0.00m,06th Jun 08,,Strategy
23198,Trainz Railwayz,PC,Merscom LLC,Auran Games,,,,,,0.00m,,,0.00m,22nd Oct 07,,Simulation
